2023-01-12 07:03:00,2023-01-12 21:14:00,0 days 14:11:00
2023-01-13 07:03:00,2023-01-13 17:35:00,0 days 10:32:00
2023-01-16 07:03:00,2023-01-16 19:27:00,0 days 12:24:00
2023-01-17 07:02:00,2023-01-17 19:12:00,0 days 12:10:00
2023-01-18 07:03:00,2023-01-18 19:13:00,0 days 12:10:00
2023-01-20 07:03:00,2023-01-20 17:36:00,0 days 10:33:00
2023-01-24 07:03:00,2023-01-24 20:24:00,0 days 13:21:00
2023-01-25 07:03:00,2023-01-25 18:49:00,0 days 11:46:00
2023-01-26 07:05:00,2023-01-26 19:37:00,0 days 12:32:00
2023-01-27 07:04:00,2023-01-27 13:41:00,0 days 06:37:00
2023-01-30 07:07:00,2023-01-30 18:27:00,0 days 11:20:00
2023-01-31 07:01:00,2023-01-31 17:14:00,0 days 10:13:00
2023-02-01 07:07:00,2023-02-01 16:26:00,0 days 09:19:00
2023-02-02 07:12:00,2023-02-02 16:11:00,0 days 08:59:00
2023-02-03 07:14:00,2023-02-03 15:23:00,0 days 08:09:00
2023-02-06 06:56:00,2023-02-06 19:14:00,0 days 12:18:00
2023-02-07 07:01:00,2023-02-07 18:54:00,0 days 11:53:00
2023-02-08 06:54:00,2023-02-08 19:27:00,0 days 12:33:00
2023-02-09 06:31:00,2023-02-09 18:31:00,0 days 12:00:00
2023-02-10 07:01:00,2023-02-10 19:04:00,0 days 12:03:00
2023-02-13 07:04:00,2023-02-13 17:14:00,0 days 10:10:00
2023-02-14 07:03:00,2023-02-14 18:00:00,0 days 10:57:00
2023-02-15 07:04:00,2023-02-15 18:37:00,0 days 11:33:00
2023-02-17 07:06:00,2023-02-17 15:05:00,0 days 07:59:00
2023-02-18 07:50:00,2023-02-18 14:27:00,0 days 06:37:00
2023-02-20 07:01:00,2023-02-20 21:31:00,0 days 14:30:00
2023-02-21 07:04:00,2023-02-21 19:42:00,0 days 12:38:00
2023-02-23 07:25:00,2023-02-23 14:35:00,0 days 07:10:00
2023-02-24 07:03:00,2023-02-24 20:34:00,0 days 13:31:00
2023-02-25 07:22:00,2023-02-25 13:56:00,0 days 06:34:00
2023-02-28 07:06:00,2023-02-28 19:39:00,0 days 12:33:00
2023-03-01 07:02:00,2023-03-01 19:04:00,0 days 12:02:00
2023-03-02 07:03:00,2023-03-02 18:01:00,0 days 10:58:00
2023-03-03 07:05:00,2023-03-03 16:31:00,0 days 09:26:00
2023-03-06 07:02:00,2023-03-06 20:16:00,0 days 13:14:00
2023-03-07 07:05:00,2023-03-07 19:35:00,0 days 12:30:00
2023-03-08 07:03:00,2023-03-08 20:07:00,0 days 13:04:00
2023-03-10 07:03:00,2023-03-10 20:13:00,0 days 13:10:00
2023-03-14 07:03:00,2023-03-14 20:15:00,0 days 13:12:00
2023-03-16 07:02:00,2023-03-16 21:24:00,0 days 14:22:00
2023-03-17 07:03:00,2023-03-17 20:18:00,0 days 13:15:00
2023-03-17 21:04:00,2023-03-18 06:41:00,0 days 09:37:00
2023-03-18 06:41:00,2023-03-18 16:23:00,0 days 09:42:00
2023-03-20 07:03:00,2023-03-20 20:58:00,0 days 13:55:00
2023-03-22 07:02:00,2023-03-22 21:21:00,0 days 14:19:00
2023-03-23 07:02:00,2023-03-23 21:55:00,0 days 14:53:00
2023-03-24 07:02:00,2023-03-24 20:33:00,0 days 13:31:00
2023-03-25 06:44:00,2023-03-25 19:01:00,0 days 12:17:00
2023-03-27 07:02:00,2023-03-27 19:49:00,0 days 12:47:00
2023-03-28 07:03:00,2023-03-28 19:41:00,0 days 12:38:00
2023-03-29 07:02:00,2023-03-29 20:38:00,0 days 13:36:00
2023-03-30 07:02:00,2023-03-30 20:34:00,0 days 13:32:00
2023-03-31 07:03:00,2023-03-31 19:00:00,0 days 11:57:00
2023-04-02 06:53:00,2023-04-02 18:37:00,0 days 11:44:00
2023-04-04 06:28:00,2023-04-04 20:55:00,0 days 14:27:00
2023-04-06 06:25:00,2023-04-06 20:37:00,0 days 14:12:00
2023-04-07 06:32:00,2023-04-07 19:58:00,0 days 13:26:00
2023-04-08 06:58:00,2023-04-08 17:10:00,0 days 10:12:00
2023-04-11 06:25:00,2023-04-11 20:08:00,0 days 13:43:00
2023-04-13 06:24:00,2023-04-13 20:53:00,0 days 14:29:00
2023-04-14 06:29:00,2023-04-14 20:16:00,0 days 13:47:00
2023-04-15 05:51:00,2023-04-15 18:07:00,0 days 12:16:00
2023-04-16 06:52:00,2023-04-16 17:35:00,0 days 10:43:00
2023-04-19 06:26:00,2023-04-19 20:10:00,0 days 13:44:00
2023-04-20 06:28:00,2023-04-20 20:45:00,0 days 14:17:00
2023-04-21 06:26:00,2023-04-21 19:33:00,0 days 13:07:00
2023-04-22 06:53:00,2023-04-22 16:46:00,0 days 09:53:00
2023-04-25 06:27:00,2023-04-25 18:27:00,0 days 12:00:00
2023-04-26 06:29:00,2023-04-26 19:02:00,0 days 12:33:00
2023-04-27 06:32:00,2023-04-27 19:23:00,0 days 12:51:00
2023-04-28 06:33:00,2023-04-28 16:29:00,0 days 09:56:00
2023-04-30 06:56:00,2023-04-30 16:15:00,0 days 09:19:00
2023-05-02 06:56:00,2023-05-02 13:18:00,0 days 06:22:00
2023-05-08 06:59:00,2023-05-08 16:45:00,0 days 09:46:00
2023-05-09 06:59:00,2023-05-09 17:03:00,0 days 10:04:00
2023-05-10 06:54:00,2023-05-10 16:43:00,0 days 09:49:00
2023-05-11 06:58:00,2023-05-11 16:43:00,0 days 09:45:00
2023-05-12 06:57:00,2023-05-12 15:51:00,0 days 08:54:00
2023-05-14 06:45:00,2023-05-14 16:39:00,0 days 09:54:00
2023-05-14 18:15:00,2023-05-15 07:02:00,0 days 12:47:00
2023-05-15 07:02:00,2023-05-15 17:35:00,0 days 10:33:00
2023-05-16 07:00:00,2023-05-16 15:25:00,0 days 08:25:00
2023-05-17 07:00:00,2023-05-17 17:06:00,0 days 10:06:00
2023-05-18 07:01:00,2023-05-18 17:28:00,0 days 10:27:00
2023-05-19 06:59:00,2023-05-19 15:04:00,0 days 08:05:00
2023-05-21 06:46:00,2023-05-21 15:49:00,0 days 09:03:00
2023-05-22 07:01:00,2023-05-22 17:09:00,0 days 10:08:00
2023-05-23 07:01:00,2023-05-23 17:31:00,0 days 10:30:00
2023-05-24 07:00:00,2023-05-24 17:31:00,0 days 10:31:00
2023-05-25 07:00:00,2023-05-25 16:27:00,0 days 09:27:00
2023-05-27 05:32:00,2023-05-27 15:09:00,0 days 09:37:00
2023-05-28 06:37:00,2023-05-28 15:54:00,0 days 09:17:00
2023-05-29 07:00:00,2023-05-29 16:55:00,0 days 09:55:00
2023-06-02 07:02:00,2023-06-02 16:33:00,0 days 09:31:00
2023-06-06 07:02:00,2023-06-06 18:29:00,0 days 11:27:00
2023-06-07 06:11:00,2023-06-07 17:17:00,0 days 11:06:00
2023-06-08 07:02:00,2023-06-08 17:45:00,0 days 10:43:00
2023-06-09 07:03:00,2023-06-09 15:54:00,0 days 08:51:00
2023-06-10 06:35:00,2023-06-10 15:34:00,0 days 08:59:00
2023-06-10 16:57:00,2023-06-12 07:11:00,1 days 14:14:00
2023-06-12 07:16:00,2023-06-12 17:40:00,0 days 10:24:00
2023-06-14 09:02:00,2023-06-14 16:21:00,0 days 07:19:00
2023-06-15 07:03:00,2023-06-15 16:40:00,0 days 09:37:00
2023-06-16 07:01:00,2023-06-16 16:40:00,0 days 09:39:00
2023-06-17 06:44:00,2023-06-17 16:40:00,0 days 09:56:00
2023-06-19 07:03:00,2023-06-19 17:39:00,0 days 10:36:00
2023-06-20 07:05:00,2023-06-20 17:34:00,0 days 10:29:00
2023-06-21 07:04:00,2023-06-21 16:12:00,0 days 09:08:00
2023-06-22 06:55:00,2023-06-22 18:17:00,0 days 11:22:00
2023-06-23 07:03:00,2023-06-23 16:58:00,0 days 09:55:00
2023-06-24 18:05:00,2023-06-26 07:08:00,1 days 13:03:00
2023-06-26 07:08:00,2023-06-26 15:25:00,0 days 08:17:00
2023-06-28 07:04:00,2023-06-28 17:46:00,0 days 10:42:00
2023-06-29 09:08:00,2023-06-29 18:00:00,0 days 08:52:00
2023-07-01 06:41:00,2023-07-01 15:11:00,0 days 08:30:00
2023-07-05 09:08:00,2023-07-05 19:27:00,0 days 10:19:00
2023-07-06 09:09:00,2023-07-06 18:38:00,0 days 09:29:00
2023-07-10 09:10:00,2023-07-10 19:20:00,0 days 10:10:00
2023-07-11 09:07:00,2023-07-11 19:12:00,0 days 10:05:00
2023-07-12 07:03:00,2023-07-12 19:26:00,0 days 12:23:00
2023-07-13 07:00:00,2023-07-13 18:28:00,0 days 11:28:00
2023-07-14 06:57:00,2023-07-14 19:19:00,0 days 12:22:00
2023-07-15 06:43:00,2023-07-15 15:50:00,0 days 09:07:00
2023-07-18 07:05:00,2023-07-18 20:11:00,0 days 13:06:00
2023-07-19 07:02:00,2023-07-19 20:00:00,0 days 12:58:00
2023-07-20 07:02:00,2023-07-20 19:32:00,0 days 12:30:00
2023-07-25 06:58:00,2023-07-25 19:35:00,0 days 12:37:00
2023-07-26 07:04:00,2023-07-26 18:25:00,0 days 11:21:00
2023-07-27 07:06:00,2023-07-27 19:06:00,0 days 12:00:00
2023-07-28 07:02:00,2023-07-28 18:44:00,0 days 11:42:00
2023-07-29 06:13:00,2023-07-29 16:46:00,0 days 10:33:00
2023-08-01 07:03:00,2023-08-01 18:04:00,0 days 11:01:00
2023-08-02 07:04:00,2023-08-02 17:24:00,0 days 10:20:00
2023-08-03 07:00:00,2023-08-03 18:51:00,0 days 11:51:00
2023-08-04 07:02:00,2023-08-04 19:26:00,0 days 12:24:00
2023-08-05 06:43:00,2023-08-05 16:53:00,0 days 10:10:00
2023-08-06 06:37:00,2023-08-06 15:56:00,0 days 09:19:00
2023-08-08 07:02:00,2023-08-08 18:50:00,0 days 11:48:00
2023-08-09 07:07:00,2023-08-09 17:40:00,0 days 10:33:00
2023-08-10 07:04:00,2023-08-10 18:35:00,0 days 11:31:00
2023-08-15 09:11:00,2023-08-16 16:39:00,1 days 07:28:00
2023-08-17 07:08:00,2023-08-17 19:06:00,0 days 11:58:00
2023-08-18 07:01:00,2023-08-18 16:46:00,0 days 09:45:00
2023-08-20 20:16:00,2023-08-21 07:01:00,0 days 10:45:00
2023-08-21 07:01:00,2023-08-21 18:32:00,0 days 11:31:00
2023-08-22 07:01:00,2023-08-22 17:32:00,0 days 10:31:00
2023-08-23 07:04:00,2023-08-23 19:02:00,0 days 11:58:00
2023-08-24 07:04:00,2023-08-24 18:31:00,0 days 11:27:00
2023-08-25 07:04:00,2023-08-25 17:34:00,0 days 10:30:00
2023-08-26 05:50:00,2023-08-26 16:46:00,0 days 10:56:00
2023-08-30 07:02:00,2023-08-30 18:11:00,0 days 11:09:00
2023-08-31 07:03:00,2023-08-31 19:15:00,0 days 12:12:00
2023-09-02 06:43:00,2023-09-02 15:44:00,0 days 09:01:00
2023-09-04 09:07:00,2023-09-04 16:27:00,0 days 07:20:00
2023-09-05 09:07:00,2023-09-05 16:52:00,0 days 07:45:00
2023-09-06 09:07:00,2023-09-06 19:24:00,0 days 10:17:00
2023-09-07 09:10:00,2023-09-07 16:30:00,0 days 07:20:00
2023-09-08 09:07:00,2023-09-08 17:59:00,0 days 08:52:00
2023-09-09 06:39:00,2023-09-09 14:58:00,0 days 08:19:00
2023-09-10 06:42:00,2023-09-10 15:00:00,0 days 08:18:00
2023-09-10 16:02:00,2023-09-11 09:02:00,0 days 17:00:00
2023-09-11 09:08:00,2023-09-11 16:23:00,0 days 07:15:00
2023-09-12 09:09:00,2023-09-12 18:42:00,0 days 09:33:00
2023-09-13 09:11:00,2023-09-13 18:48:00,0 days 09:37:00
2023-09-14 09:10:00,2023-09-14 18:27:00,0 days 09:17:00
2023-09-15 09:07:00,2023-09-15 19:03:00,0 days 09:56:00
2023-09-16 06:43:00,2023-09-16 15:34:00,0 days 08:51:00
2023-09-19 09:10:00,2023-09-19 17:34:00,0 days 08:24:00
2023-09-20 07:06:00,2023-09-20 18:45:00,0 days 11:39:00
2023-09-21 09:10:00,2023-09-21 19:01:00,0 days 09:51:00
2023-09-22 09:08:00,2023-09-22 17:27:00,0 days 08:19:00
2023-09-23 06:46:00,2023-09-23 15:34:00,0 days 08:48:00
2023-09-23 16:36:00,2023-09-25 07:03:00,1 days 14:27:00
2023-09-25 09:09:00,2023-09-25 17:53:00,0 days 08:44:00
2023-09-26 07:05:00,2023-09-26 18:06:00,0 days 11:01:00
2023-09-27 09:10:00,2023-09-27 18:56:00,0 days 09:46:00
2023-09-28 09:09:00,2023-09-28 18:59:00,0 days 09:50:00
2023-09-29 09:18:00,2023-09-29 18:15:00,0 days 08:57:00
2023-10-02 09:14:00,2023-10-02 17:36:00,0 days 08:22:00
2023-10-03 09:08:00,2023-10-03 17:34:00,0 days 08:26:00
2023-10-04 09:12:00,2023-10-04 18:37:00,0 days 09:25:00
2023-10-05 09:08:00,2023-10-05 18:49:00,0 days 09:41:00
2023-10-06 09:07:00,2023-10-06 17:42:00,0 days 08:35:00
2023-10-10 09:08:00,2023-10-10 17:39:00,0 days 08:31:00
2023-10-11 09:09:00,2023-10-11 16:47:00,0 days 07:38:00
2023-10-12 09:09:00,2023-10-12 16:53:00,0 days 07:44:00
2023-10-13 09:07:00,2023-10-13 17:53:00,0 days 08:46:00
2023-10-17 09:08:00,2023-10-17 19:34:00,0 days 10:26:00
2023-10-18 09:09:00,2023-10-18 17:39:00,0 days 08:30:00
2023-10-19 09:07:00,2023-10-19 17:18:00,0 days 08:11:00
2023-10-20 09:08:00,2023-10-20 17:49:00,0 days 08:41:00
2023-10-21 06:56:00,2023-10-21 16:23:00,0 days 09:27:00
2023-10-23 09:09:00,2023-10-23 19:13:00,0 days 10:04:00
2023-10-24 09:08:00,2023-10-24 16:46:00,0 days 07:38:00
2023-10-25 09:08:00,2023-10-25 18:03:00,0 days 08:55:00
2023-10-26 09:07:00,2023-10-26 18:46:00,0 days 09:39:00
2023-10-27 09:08:00,2023-10-27 19:15:00,0 days 10:07:00
2023-10-28 06:44:00,2023-10-28 15:50:00,0 days 09:06:00
2023-10-30 09:08:00,2023-10-30 18:09:00,0 days 09:01:00
2023-10-31 09:10:00,2023-10-31 18:05:00,0 days 08:55:00
2023-11-01 09:16:00,2023-11-01 20:33:00,0 days 11:17:00
2023-11-02 09:08:00,2023-11-02 18:58:00,0 days 09:50:00
2023-11-03 07:05:00,2023-11-03 14:55:00,0 days 07:50:00
2023-11-04 17:57:00,2023-11-06 09:02:00,1 days 15:05:00
2023-11-06 09:10:00,2023-11-06 19:33:00,0 days 10:23:00
2023-11-07 09:08:00,2023-11-07 18:12:00,0 days 09:04:00
2023-11-08 09:08:00,2023-11-08 17:14:00,0 days 08:06:00
2023-11-09 09:07:00,2023-11-09 17:08:00,0 days 08:01:00
2023-11-10 09:08:00,2023-11-10 18:00:00,0 days 08:52:00
2023-11-13 09:09:00,2023-11-13 18:05:00,0 days 08:56:00
2023-11-14 09:08:00,2023-11-14 17:48:00,0 days 08:40:00
2023-11-15 09:09:00,2023-11-15 16:33:00,0 days 07:24:00
2023-11-16 09:08:00,2023-11-16 17:14:00,0 days 08:06:00
2023-11-17 19:19:00,2023-11-18 15:06:00,0 days 19:47:00
2023-11-19 17:57:00,2023-11-20 07:04:00,0 days 13:07:00
2023-11-20 07:05:00,2023-11-20 18:10:00,0 days 11:05:00
2023-11-21 09:11:00,2023-11-21 18:10:00,0 days 08:59:00
2023-11-22 09:10:00,2023-11-22 17:13:00,0 days 08:03:00
2023-11-24 09:08:00,2023-11-24 18:00:00,0 days 08:52:00
2023-11-27 09:09:00,2023-11-27 17:36:00,0 days 08:27:00
2023-11-28 07:04:00,2023-11-28 17:46:00,0 days 10:42:00
2023-11-29 07:05:00,2023-11-29 19:29:00,0 days 12:24:00
2023-11-30 07:01:00,2023-11-30 18:58:00,0 days 11:57:00
2023-12-01 07:06:00,2023-12-01 18:56:00,0 days 11:50:00
